TITLE = "FEHM V3.3.0lin 18-01-19 QA:NA  07/06/2018  10:13:46 # run.dat"
VARIABLES = "node" "Liquid Pressure (MPa)" "Temperature (<sup>o</sup>C)"
ZONE T ="Simulation time   0.00000000    days"
 0000015035    11.3707463    51.3839949
 0000015036    11.3707460    51.3840262
 0000015037    11.3707456    51.3840930
 0000015038    11.3707450    51.3842332
 0000015039    11.3707441    51.3845229
 0000015040    11.3707427    51.3851087
 0000015041    11.3707406    51.3862622
 0000015042    11.3707371    51.3884511
 0000015043    11.3707309    51.3923566
 0000015044    11.3707198    51.3984266
 0000015045    11.3707062    51.4042762
 0000015046    11.3707060    51.4043046
 0000015047    11.3707196    51.3984516
 0000015048    11.3707307    51.3923779
 0000015049    11.3707369    51.3884697
 0000015050    11.3707404    51.3862791
 0000015051    11.3707425    51.3851245
 0000015052    11.3707439    51.3845382
 0000015053    11.3707448    51.3842481
 0000015054    11.3707454    51.3841077
 0000015055    11.3707458    51.3840408
 0000015056    11.3707461    51.3840094
 0000015057    11.3707463    51.3839949
 0000015058    11.3707464    51.3839882
 0000015059    11.3707465    51.3839852
 0000015060    11.3707465    51.3839838
 0000015061    11.3707466    51.3839832
 0000015062    11.3707466    51.3839829
 0000015063    11.3707466    51.3839828
 0000015064    11.3707466    51.3839828
 0000015065    11.3707466    51.3839828
 0000015066    11.3707466    51.3839827
 0000015067    11.3707466    51.3839827
 0000015068    11.3707466    51.3839827
 0000015069    11.3707466    51.3839827
 0000015070    11.3707466    51.3839827
 0000015071    11.3707466    51.3839827
 0000015072    11.3707466    51.3839827
 0000015073    11.3707466    51.3839827
 0000015074    11.3707466    51.3839827
 0000015075    11.3707466    51.3839827
 0000015076    11.3707466    51.3839827
 0000015077    11.3707466    51.3839828
 0000015078    11.3707466    51.3839828
 0000015079    11.3707466    51.3839828
 0000015080    11.3707466    51.3839829
 0000015081    11.3707466    51.3839832
 0000015082    11.3707465    51.3839838
 0000015083    11.3707465    51.3839852
 0000015084    11.3707464    51.3839882
 0000015085    11.3707463    51.3839949
 0000015086    11.3707461    51.3840094
 0000015087    11.3707458    51.3840408
 0000015088    11.3707454    51.3841077
 0000015089    11.3707448    51.3842481
 0000015090    11.3707439    51.3845382
 0000015091    11.3707425    51.3851245
 0000015092    11.3707404    51.3862791
 0000015093    11.3707369    51.3884697
 0000015094    11.3707307    51.3923779
 0000015095    11.3707196    51.3984516
 0000015096    11.3707060    51.4043046
 0000015097    11.3707057    51.4043633
 0000015098    11.3707192    51.3985036
 0000015099    11.3707304    51.3924223
 0000015100    11.3707366    51.3885089
 0000015101    11.3707401    51.3863149
 0000015102    11.3707422    51.3851584
 0000015103    11.3707436    51.3845709
 0000015104    11.3707445    51.3842802
 0000015105    11.3707451    51.3841394
 0000015106    11.3707455    51.3840723
 0000015107    11.3707458    51.3840408
 0000015108    11.3707460    51.3840262
 0000015109    11.3707461    51.3840195
 0000015110    11.3707462    51.3840164
 0000015111    11.3707463    51.3840151
 0000015112    11.3707463    51.3840145
 0000015113    11.3707463    51.3840142
 0000015114    11.3707463    51.3840141
 0000015115    11.3707463    51.3840140
 0000015116    11.3707464    51.3840140
 0000015117    11.3707464    51.3840140
 0000015118    11.3707464    51.3840140
 0000015119    11.3707464    51.3840140
 0000015120    11.3707464    51.3840140
 0000015121    11.3707464    51.3840140
 0000015122    11.3707464    51.3840140
 0000015123    11.3707464    51.3840140
 0000015124    11.3707464    51.3840140
 0000015125    11.3707464    51.3840140
 0000015126    11.3707464    51.3840140
 0000015127    11.3707464    51.3840140
 0000015128    11.3707464    51.3840140
 0000015129    11.3707463    51.3840140
 0000015130    11.3707463    51.3840141
 0000015131    11.3707463    51.3840142
 0000015132    11.3707463    51.3840145
 0000015133    11.3707463    51.3840151
 0000015134    11.3707462    51.3840164
 0000015135    11.3707461    51.3840195
 0000015136    11.3707460    51.3840262
 0000015137    11.3707458    51.3840408
 0000015138    11.3707455    51.3840723
 0000015139    11.3707451    51.3841394
 0000015140    11.3707445    51.3842802
 0000015141    11.3707436    51.3845709
 0000015142    11.3707422    51.3851584
 0000015143    11.3707401    51.3863149
 0000015144    11.3707366    51.3885089
 0000015145    11.3707304    51.3924223
 0000015146    11.3707192    51.3985036
 0000015147    11.3707057    51.4043633
 0000015148    11.3707052    51.4044831
 0000015149    11.3707188    51.3986098
 0000015150    11.3707299    51.3925138
 0000015151    11.3707362    51.3885901
 0000015152    11.3707397    51.3863900
 0000015153    11.3707418    51.3852298
 0000015154    11.3707432    51.3846402
 0000015155    11.3707441    51.3843484
 0000015156    11.3707447    51.3842069
 0000015157    11.3707451    51.3841394
 0000015158    11.3707454    51.3841077
 0000015159    11.3707456    51.3840930
 0000015160    11.3707457    51.3840862
 0000015161    11.3707458    51.3840831
 0000015162    11.3707459    51.3840817
 0000015163    11.3707459    51.3840811
 0000015164    11.3707459    51.3840808
 0000015165    11.3707459    51.3840807
 0000015166    11.3707459    51.3840807
 0000015167    11.3707459    51.3840806
 0000015168    11.3707460    51.3840806
 0000015169    11.3707460    51.3840806
 0000015170    11.3707460    51.3840806
 0000015171    11.3707460    51.3840806
 0000015172    11.3707460    51.3840806
 0000015173    11.3707460    51.3840806
 0000015174    11.3707460    51.3840806
 0000015175    11.3707460    51.3840806
 0000015176    11.3707460    51.3840806
 0000015177    11.3707460    51.3840806
 0000015178    11.3707460    51.3840806
 0000015179    11.3707459    51.3840806
 0000015180    11.3707459    51.3840807
 0000015181    11.3707459    51.3840807
 0000015182    11.3707459    51.3840808
 0000015183    11.3707459    51.3840811
 0000015184    11.3707459    51.3840817
 0000015185    11.3707458    51.3840831
 0000015186    11.3707457    51.3840862
 0000015187    11.3707456    51.3840930
 0000015188    11.3707454    51.3841077
 0000015189    11.3707451    51.3841394
 0000015190    11.3707447    51.3842069
 0000015191    11.3707441    51.3843484
 0000015192    11.3707432    51.3846402
 0000015193    11.3707418    51.3852298
 0000015194    11.3707397    51.3863900
 0000015195    11.3707362    51.3885901
 0000015196    11.3707299    51.3925138
 0000015197    11.3707188    51.3986098
 0000015198    11.3707052    51.4044831
 0000015199    11.3707045    51.4047241
 0000015200    11.3707181    51.3988241
 0000015201    11.3707293    51.3926996
 0000015202    11.3707355    51.3887568
 0000015203    11.3707391    51.3865452
 0000015204    11.3707412    51.3853784
 0000015205    11.3707426    51.3847851
 0000015206    11.3707435    51.3844911
 0000015207    11.3707441    51.3843484
 0000015208    11.3707445    51.3842802
 0000015209    11.3707448    51.3842481
 0000015210    11.3707450    51.3842332
 0000015211    11.3707451    51.3842263
 0000015212    11.3707452    51.3842232
 0000015213    11.3707453    51.3842218
 0000015214    11.3707453    51.3842212
 0000015215    11.3707453    51.3842209
 0000015216    11.3707453    51.3842208
 0000015217    11.3707453    51.3842207
 0000015218    11.3707453    51.3842207
 0000015219    11.3707454    51.3842207
 0000015220    11.3707454    51.3842207
 0000015221    11.3707454    51.3842207
 0000015222    11.3707454    51.3842207
 0000015223    11.3707454    51.3842207
 0000015224    11.3707454    51.3842207
 0000015225    11.3707454    51.3842207
 0000015226    11.3707454    51.3842207
 0000015227    11.3707454    51.3842207
 0000015228    11.3707454    51.3842207
 0000015229    11.3707454    51.3842207
 0000015230    11.3707453    51.3842207
 0000015231    11.3707453    51.3842207
 0000015232    11.3707453    51.3842208
 0000015233    11.3707453    51.3842209
 0000015234    11.3707453    51.3842212
 0000015235    11.3707453    51.3842218
 0000015236    11.3707452    51.3842232
 0000015237    11.3707451    51.3842263
 0000015238    11.3707450    51.3842332
 0000015239    11.3707448    51.3842481
 0000015240    11.3707445    51.3842802
 0000015241    11.3707441    51.3843484
 0000015242    11.3707435    51.3844911
 0000015243    11.3707426    51.3847851
 0000015244    11.3707412    51.3853784
 0000015245    11.3707391    51.3865452
 0000015246    11.3707355    51.3887568
 0000015247    11.3707293    51.3926996
 0000015248    11.3707181    51.3988241
 0000015249    11.3707045    51.4047241
 0000015250    11.3707034    51.4051993
 0000015251    11.3707171    51.3992483
 0000015252    11.3707283    51.3930708
 0000015253    11.3707346    51.3890933
 0000015254    11.3707381    51.3868613
 0000015255    11.3707403    51.3856829
 0000015256    11.3707416    51.3850828
 0000015257    11.3707426    51.3847851
 0000015258    11.3707432    51.3846402
 0000015259    11.3707436    51.3845709
 0000015260    11.3707439    51.3845382
 0000015261    11.3707441    51.3845229
 0000015262    11.3707442    51.3845158
 0000015263    11.3707443    51.3845126
 0000015264    11.3707444    51.3845111
 0000015265    11.3707444    51.3845105
 0000015266    11.3707444    51.3845102
 0000015267    11.3707444    51.3845100
 0000015268    11.3707444    51.3845100
 0000015269    11.3707445    51.3845100
 0000015270    11.3707445    51.3845100
 0000015271    11.3707445    51.3845100
 0000015272    11.3707445    51.3845100
 0000015273    11.3707445    51.3845100
 0000015274    11.3707445    51.3845100
 0000015275    11.3707445    51.3845100
 0000015276    11.3707445    51.3845100
 0000015277    11.3707445    51.3845100
 0000015278    11.3707445    51.3845100
 0000015279    11.3707445    51.3845100
 0000015280    11.3707445    51.3845100
 0000015281    11.3707445    51.3845100
 0000015282    11.3707444    51.3845100
 0000015283    11.3707444    51.3845100
 0000015284    11.3707444    51.3845102
 0000015285    11.3707444    51.3845105
 0000015286    11.3707444    51.3845111
 0000015287    11.3707443    51.3845126
 0000015288    11.3707442    51.3845158
 0000015289    11.3707441    51.3845229
 0000015290    11.3707439    51.3845382
 0000015291    11.3707436    51.3845709
 0000015292    11.3707432    51.3846402
 0000015293    11.3707426    51.3847851
 0000015294    11.3707416    51.3850828
 0000015295    11.3707403    51.3856829
 0000015296    11.3707381    51.3868613
 0000015297    11.3707346    51.3890933
 0000015298    11.3707283    51.3930708
 0000015299    11.3707171    51.3992483
 0000015300    11.3707034    51.4051993
 0000015301    11.3707019    51.4061148
 0000015302    11.3707156    51.4000696
 0000015303    11.3707268    51.3937978
 0000015304    11.3707331    51.3897601
 0000015305    11.3707367    51.3874931
 0000015306    11.3707389    51.3862945
 0000015307    11.3707403    51.3856829
 0000015308    11.3707412    51.3853784
 0000015309    11.3707418    51.3852298
 0000015310    11.3707422    51.3851584
 0000015311    11.3707425    51.3851245
 0000015312    11.3707427    51.3851087
 0000015313    11.3707429    51.3851013
 0000015314    11.3707429    51.3850979
 0000015315    11.3707430    51.3850963
 0000015316    11.3707430    51.3850956
 0000015317    11.3707431    51.3850953
 0000015318    11.3707431    51.3850952
 0000015319    11.3707431    51.3850951
 0000015320    11.3707431    51.3850951
 0000015321    11.3707431    51.3850951
 0000015322    11.3707431    51.3850951
 0000015323    11.3707431    51.3850951
 0000015324    11.3707431    51.3850951
 0000015325    11.3707431    51.3850951
 0000015326    11.3707431    51.3850951
 0000015327    11.3707431    51.3850951
 0000015328    11.3707431    51.3850951
 0000015329    11.3707431    51.3850951
 0000015330    11.3707431    51.3850951
 0000015331    11.3707431    51.3850951
 0000015332    11.3707431    51.3850951
 0000015333    11.3707431    51.3850951
 0000015334    11.3707431    51.3850952
 0000015335    11.3707431    51.3850953
 0000015336    11.3707430    51.3850956
 0000015337    11.3707430    51.3850963
 0000015338    11.3707429    51.3850979
 0000015339    11.3707429    51.3851013
 0000015340    11.3707427    51.3851087
 0000015341    11.3707425    51.3851245
 0000015342    11.3707422    51.3851584
 0000015343    11.3707418    51.3852298
 0000015344    11.3707412    51.3853784
 0000015345    11.3707403    51.3856829
 0000015346    11.3707389    51.3862945
 0000015347    11.3707367    51.3874931
 0000015348    11.3707331    51.3897601
 0000015349    11.3707268    51.3937978
 0000015350    11.3707156    51.4000696
 0000015351    11.3707019    51.4061148
 0000015352    11.3706995    51.4078249
 0000015353    11.3707133    51.4016160
 0000015354    11.3707245    51.3951873
 0000015355    11.3707309    51.3910510
 0000015356    11.3707345    51.3887259
 0000015357    11.3707367    51.3874931
 0000015358    11.3707381    51.3868613
 0000015359    11.3707391    51.3865452
 0000015360    11.3707397    51.3863900
 0000015361    11.3707401    51.3863149
 0000015362    11.3707404    51.3862791
 0000015363    11.3707406    51.3862622
 0000015364    11.3707407    51.3862543
 0000015365    11.3707408    51.3862506
 0000015366    11.3707409    51.3862489
 0000015367    11.3707409    51.3862482
 0000015368    11.3707410    51.3862478
 0000015369    11.3707410    51.3862477
 0000015370    11.3707410    51.3862476
 0000015371    11.3707410    51.3862476
 0000015372    11.3707410    51.3862475
 0000015373    11.3707410    51.3862475
 0000015374    11.3707410    51.3862475
 0000015375    11.3707410    51.3862475
 0000015376    11.3707410    51.3862475
 0000015377    11.3707410    51.3862475
 0000015378    11.3707410    51.3862475
 0000015379    11.3707410    51.3862475
 0000015380    11.3707410    51.3862475
 0000015381    11.3707410    51.3862475
 0000015382    11.3707410    51.3862475
 0000015383    11.3707410    51.3862476
 0000015384    11.3707410    51.3862476
 0000015385    11.3707410    51.3862477
 0000015386    11.3707410    51.3862478
 0000015387    11.3707409    51.3862482
 0000015388    11.3707409    51.3862489
 0000015389    11.3707408    51.3862506
 0000015390    11.3707407    51.3862543
 0000015391    11.3707406    51.3862622
 0000015392    11.3707404    51.3862791
 0000015393    11.3707401    51.3863149
 0000015394    11.3707397    51.3863900
 0000015395    11.3707391    51.3865452
 0000015396    11.3707381    51.3868613
 0000015397    11.3707367    51.3874931
 0000015398    11.3707345    51.3887259
 0000015399    11.3707309    51.3910510
 0000015400    11.3707245    51.3951873
 0000015401    11.3707133    51.4016160
 0000015402    11.3706995    51.4078249
 0000015403    11.3706958    51.4108799
 0000015404    11.3707096    51.4044187
 0000015405    11.3707209    51.3977568
 0000015406    11.3707273    51.3934700
 0000015407    11.3707309    51.3910510
 0000015408    11.3707331    51.3897601
 0000015409    11.3707346    51.3890933
 0000015410    11.3707355    51.3887568
 0000015411    11.3707362    51.3885901
 0000015412    11.3707366    51.3885089
 0000015413    11.3707369    51.3884697
 0000015414    11.3707371    51.3884511
 0000015415    11.3707373    51.3884423
 0000015416    11.3707373    51.3884382
 0000015417    11.3707374    51.3884363
 0000015418    11.3707375    51.3884355
 0000015419    11.3707375    51.3884351
 0000015420    11.3707375    51.3884349
 0000015421    11.3707375    51.3884348
 0000015422    11.3707375    51.3884348
 0000015423    11.3707375    51.3884348
 0000015424    11.3707375    51.3884348
 0000015425    11.3707375    51.3884348
 0000015426    11.3707375    51.3884348
 0000015427    11.3707375    51.3884348
 0000015428    11.3707375    51.3884348
 0000015429    11.3707375    51.3884348
 0000015430    11.3707375    51.3884348
 0000015431    11.3707375    51.3884348
 0000015432    11.3707375    51.3884348
 0000015433    11.3707375    51.3884348
 0000015434    11.3707375    51.3884348
 0000015435    11.3707375    51.3884348
 0000015436    11.3707375    51.3884349
 0000015437    11.3707375    51.3884351
 0000015438    11.3707375    51.3884355
 0000015439    11.3707374    51.3884363
 0000015440    11.3707373    51.3884382
 0000015441    11.3707373    51.3884423
 0000015442    11.3707371    51.3884511
 0000015443    11.3707369    51.3884697
 0000015444    11.3707366    51.3885089
 0000015445    11.3707362    51.3885901
 0000015446    11.3707355    51.3887568
 0000015447    11.3707346    51.3890933
 0000015448    11.3707331    51.3897601
 0000015449    11.3707309    51.3910510
 0000015450    11.3707273    51.3934700
 0000015451    11.3707209    51.3977568
 0000015452    11.3707096    51.4044187
 0000015453    11.3706958    51.4108799
 0000015454    11.3706896    51.4159382
 0000015455    11.3707033    51.4091962
 0000015456    11.3707145    51.4022559
 0000015457    11.3707209    51.3977568
 0000015458    11.3707245    51.3951873
 0000015459    11.3707268    51.3937978
 0000015460    11.3707283    51.3930708
 0000015461    11.3707293    51.3926996
 0000015462    11.3707299    51.3925138
 0000015463    11.3707304    51.3924223
 0000015464    11.3707307    51.3923779
 0000015465    11.3707309    51.3923566
 0000015466    11.3707310    51.3923465
 0000015467    11.3707311    51.3923417
 0000015468    11.3707312    51.3923395
 0000015469    11.3707312    51.3923385
 0000015470    11.3707313    51.3923380
 0000015471    11.3707313    51.3923378
 0000015472    11.3707313    51.3923377
 0000015473    11.3707313    51.3923377
 0000015474    11.3707313    51.3923377
 0000015475    11.3707313    51.3923377
 0000015476    11.3707313    51.3923377
 0000015477    11.3707313    51.3923377
 0000015478    11.3707313    51.3923377
 0000015479    11.3707313    51.3923377
 0000015480    11.3707313    51.3923377
 0000015481    11.3707313    51.3923377
 0000015482    11.3707313    51.3923377
 0000015483    11.3707313    51.3923377
 0000015484    11.3707313    51.3923377
 0000015485    11.3707313    51.3923377
 0000015486    11.3707313    51.3923377
 0000015487    11.3707313    51.3923378
 0000015488    11.3707313    51.3923380
 0000015489    11.3707312    51.3923385
 0000015490    11.3707312    51.3923395
 0000015491    11.3707311    51.3923417
 0000015492    11.3707310    51.3923465
 0000015493    11.3707309    51.3923566
 0000015494    11.3707307    51.3923779
 0000015495    11.3707304    51.3924223
 0000015496    11.3707299    51.3925138
 0000015497    11.3707293    51.3926996
 0000015498    11.3707283    51.3930708
 0000015499    11.3707268    51.3937978
 0000015500    11.3707245    51.3951873
 0000015501    11.3707209    51.3977568
 0000015502    11.3707145    51.4022559
 0000015503    11.3707033    51.4091962
 0000015504    11.3706896    51.4159382
 0000015505    11.3706800    51.4230312
 0000015506    11.3706927    51.4163278
 0000015507    11.3707033    51.4091962
 0000015508    11.3707096    51.4044187
 0000015509    11.3707133    51.4016160
 0000015510    11.3707156    51.4000696
 0000015511    11.3707171    51.3992483
 0000015512    11.3707181    51.3988241
 0000015513    11.3707188    51.3986098
 0000015514    11.3707192    51.3985036
 0000015515    11.3707196    51.3984516
 0000015516    11.3707198    51.3984266
 0000015517    11.3707199    51.3984146
 0000015518    11.3707200    51.3984090
 0000015519    11.3707201    51.3984063
 0000015520    11.3707201    51.3984051
 0000015521    11.3707202    51.3984046
 0000015522    11.3707202    51.3984043
 0000015523    11.3707202    51.3984042
 0000015524    11.3707202    51.3984041
 0000015525    11.3707202    51.3984041
 0000015526    11.3707202    51.3984041
 0000015527    11.3707202    51.3984041
 0000015528    11.3707202    51.3984041
 0000015529    11.3707202    51.3984041
 0000015530    11.3707202    51.3984041
 0000015531    11.3707202    51.3984041
 0000015532    11.3707202    51.3984041
 0000015533    11.3707202    51.3984041
 0000015534    11.3707202    51.3984041
 0000015535    11.3707202    51.3984041
 0000015536    11.3707202    51.3984041
 0000015537    11.3707202    51.3984042
 0000015538    11.3707202    51.3984043
 0000015539    11.3707202    51.3984046
 0000015540    11.3707201    51.3984051
 0000015541    11.3707201    51.3984063
 0000015542    11.3707200    51.3984090
 0000015543    11.3707199    51.3984146
 0000015544    11.3707198    51.3984266
 0000015545    11.3707196    51.3984516
 0000015546    11.3707192    51.3985036
 0000015547    11.3707188    51.3986098
 0000015548    11.3707181    51.3988241
 0000015549    11.3707171    51.3992483
 0000015550    11.3707156    51.4000696
 0000015551    11.3707133    51.4016160
 0000015552    11.3707096    51.4044187
 0000015553    11.3707033    51.4091962
 0000015554    11.3706927    51.4163278
 0000015555    11.3706800    51.4230312
 0000015556    11.3706703    51.4288136
 0000015557    11.3706800    51.4230312
 0000015558    11.3706896    51.4159382
 0000015559    11.3706958    51.4108799
 0000015560    11.3706995    51.4078249
 0000015561    11.3707019    51.4061148
 0000015562    11.3707034    51.4051993
 0000015563    11.3707045    51.4047241
 0000015564    11.3707052    51.4044831
 0000015565    11.3707057    51.4043633
 0000015566    11.3707060    51.4043046
 0000015567    11.3707062    51.4042762
 0000015568    11.3707064    51.4042626
 0000015569    11.3707065    51.4042562
 0000015570    11.3707065    51.4042532
 0000015571    11.3707066    51.4042518
 0000015572    11.3707066    51.4042512
 0000015573    11.3707066    51.4042509
 0000015574    11.3707066    51.4042508
 0000015575    11.3707066    51.4042507
 0000015576    11.3707066    51.4042507
 0000015577    11.3707066    51.4042507
 0000015578    11.3707066    51.4042507
 0000015579    11.3707066    51.4042507
 0000015580    11.3707066    51.4042507
 0000015581    11.3707066    51.4042507
 0000015582    11.3707066    51.4042507
 0000015583    11.3707066    51.4042507
 0000015584    11.3707066    51.4042507
 0000015585    11.3707066    51.4042507
 0000015586    11.3707066    51.4042507
 0000015587    11.3707066    51.4042507
 0000015588    11.3707066    51.4042508
 0000015589    11.3707066    51.4042509
 0000015590    11.3707066    51.4042512
 0000015591    11.3707066    51.4042518
 0000015592    11.3707065    51.4042532
 0000015593    11.3707065    51.4042562
 0000015594    11.3707064    51.4042626
 0000015595    11.3707062    51.4042762
 0000015596    11.3707060    51.4043046
 0000015597    11.3707057    51.4043633
 0000015598    11.3707052    51.4044831
 0000015599    11.3707045    51.4047241
 0000015600    11.3707034    51.4051993
 0000015601    11.3707019    51.4061148
 0000015602    11.3706995    51.4078249
 0000015603    11.3706958    51.4108799
 0000015604    11.3706896    51.4159382
 0000015605    11.3706800    51.4230312
 0000015606    11.3706703    51.4288136
 0000015607    11.0785232    51.2450256
 0000015608    11.0785324    51.2190419
 0000015609    11.0785412    51.2002731
 0000015610    11.0785467    51.1911452
 0000015611    11.0785500    51.1869060
 0000015612    11.0785520    51.1848853
 0000015613    11.0785533    51.1838967
 0000015614    11.0785542    51.1834080
 0000015615    11.0785548    51.1831665
 0000015616    11.0785552    51.1830480
 0000015617    11.0785555    51.1829903
 0000015618    11.0785557    51.1829626
 0000015619    11.0785558    51.1829494
 0000015620    11.0785559    51.1829431
 0000015621    11.0785560    51.1829402
 0000015622    11.0785560    51.1829388
 0000015623    11.0785560    51.1829382
 0000015624    11.0785560    51.1829379
 0000015625    11.0785561    51.1829378
 0000015626    11.0785561    51.1829377
 0000015627    11.0785561    51.1829377
 0000015628    11.0785561    51.1829377
 0000015629    11.0785561    51.1829377
 0000015630    11.0785561    51.1829377
 0000015631    11.0785561    51.1829377
 0000015632    11.0785561    51.1829377
 0000015633    11.0785561    51.1829377
 0000015634    11.0785561    51.1829377
 0000015635    11.0785561    51.1829377
 0000015636    11.0785561    51.1829377
 0000015637    11.0785561    51.1829377
 0000015638    11.0785561    51.1829377
 0000015639    11.0785561    51.1829378
 0000015640    11.0785560    51.1829379
 0000015641    11.0785560    51.1829382
 0000015642    11.0785560    51.1829388
 0000015643    11.0785560    51.1829402
 0000015644    11.0785559    51.1829431
 0000015645    11.0785558    51.1829494
 0000015646    11.0785557    51.1829626
 0000015647    11.0785555    51.1829903
 0000015648    11.0785552    51.1830480
 0000015649    11.0785548    51.1831665
 0000015650    11.0785542    51.1834080
 0000015651    11.0785533    51.1838967
 0000015652    11.0785520    51.1848853
 0000015653    11.0785500    51.1869060
 0000015654    11.0785467    51.1911452
 0000015655    11.0785412    51.2002731
 0000015656    11.0785324    51.2190419
 0000015657    11.0785232    51.2450256
 0000015658    11.0785324    51.2190419
 0000015659    11.0785451    51.1814526
 0000015660    11.0785551    51.1608474
 0000015661    11.0785607    51.1522233
 0000015662    11.0785639    51.1484719
 0000015663    11.0785658    51.1467171
 0000015664    11.0785671    51.1458605
 0000015665    11.0785679    51.1454363
 0000015666    11.0785685    51.1452265
 0000015667    11.0785689    51.1451234
 0000015668    11.0785692    51.1450734
 0000015669    11.0785694    51.1450493
 0000015670    11.0785695    51.1450378
 0000015671    11.0785696    51.1450324
 0000015672    11.0785696    51.1450299
 0000015673    11.0785696    51.1450287
 0000015674    11.0785697    51.1450282
 0000015675    11.0785697    51.1450280
 0000015676    11.0785697    51.1450278
 0000015677    11.0785697    51.1450278
 0000015678    11.0785697    51.1450278
 0000015679    11.0785697    51.1450278
 0000015680    11.0785697    51.1450278
 0000015681    11.0785697    51.1450278
 0000015682    11.0785697    51.1450278
 0000015683    11.0785697    51.1450278
 0000015684    11.0785697    51.1450278
 0000015685    11.0785697    51.1450278
 0000015686    11.0785697    51.1450278
 0000015687    11.0785697    51.1450278
 0000015688    11.0785697    51.1450278
 0000015689    11.0785697    51.1450278
 0000015690    11.0785697    51.1450278
 0000015691    11.0785697    51.1450280
 0000015692    11.0785697    51.1450282
 0000015693    11.0785696    51.1450287
 0000015694    11.0785696    51.1450299
 0000015695    11.0785696    51.1450324
 0000015696    11.0785695    51.1450378
 0000015697    11.0785694    51.1450493
 0000015698    11.0785692    51.1450734
 0000015699    11.0785689    51.1451234
 0000015700    11.0785685    51.1452265
 0000015701    11.0785679    51.1454363
 0000015702    11.0785671    51.1458605
 0000015703    11.0785658    51.1467171
 0000015704    11.0785639    51.1484719
 0000015705    11.0785607    51.1522233
 0000015706    11.0785551    51.1608474
 0000015707    11.0785451    51.1814526
 0000015708    11.0785324    51.2190419
 0000015709    11.0785412    51.2002731
 0000015710    11.0785551    51.1608474
 0000015711    11.0785657    51.1399676
 0000015712    11.0785714    51.1316835
 0000015713    11.0785746    51.1282499
 0000015714    11.0785765    51.1266921
 0000015715    11.0785777    51.1259443
 0000015716    11.0785785    51.1255775
 0000015717    11.0785791    51.1253974
 0000015718    11.0785794    51.1253095
 0000015719    11.0785797    51.1252670
 0000015720    11.0785799    51.1252466
 0000015721    11.0785800    51.1252370
 0000015722    11.0785800    51.1252324
 0000015723    11.0785801    51.1252303
 0000015724    11.0785801    51.1252294
 0000015725    11.0785802    51.1252289
 0000015726    11.0785802    51.1252287
 0000015727    11.0785802    51.1252286
 0000015728    11.0785802    51.1252286
 0000015729    11.0785802    51.1252286
 0000015730    11.0785802    51.1252286
 0000015731    11.0785802    51.1252286
 0000015732    11.0785802    51.1252286
 0000015733    11.0785802    51.1252286
 0000015734    11.0785802    51.1252286
 0000015735    11.0785802    51.1252286
 0000015736    11.0785802    51.1252286
 0000015737    11.0785802    51.1252286
 0000015738    11.0785802    51.1252286
 0000015739    11.0785802    51.1252286
 0000015740    11.0785802    51.1252286
 0000015741    11.0785802    51.1252286
 0000015742    11.0785802    51.1252287
 0000015743    11.0785802    51.1252289
 0000015744    11.0785801    51.1252294
 0000015745    11.0785801    51.1252303
 0000015746    11.0785800    51.1252324
 0000015747    11.0785800    51.1252370
 0000015748    11.0785799    51.1252466
 0000015749    11.0785797    51.1252670
 0000015750    11.0785794    51.1253095
 0000015751    11.0785791    51.1253974
 0000015752    11.0785785    51.1255775
 0000015753    11.0785777    51.1259443
 0000015754    11.0785765    51.1266921
 0000015755    11.0785746    51.1282499
 0000015756    11.0785714    51.1316835
 0000015757    11.0785657    51.1399676
 0000015758    11.0785551    51.1608474
 0000015759    11.0785412    51.2002731
 0000015760    11.0785467    51.1911452
 0000015761    11.0785607    51.1522233
 0000015762    11.0785714    51.1316835
 0000015763    11.0785772    51.1236495
 0000015764    11.0785804    51.1203886
 0000015765    11.0785822    51.1189388
 0000015766    11.0785834    51.1182540
 0000015767    11.0785842    51.1179224
 0000015768    11.0785848    51.1177612
 0000015769    11.0785851    51.1176833
 0000015770    11.0785854    51.1176459
 0000015771    11.0785855    51.1176282
 0000015772    11.0785856    51.1176198
 0000015773    11.0785857    51.1176159
 0000015774    11.0785858    51.1176141
 0000015775    11.0785858    51.1176133
 0000015776    11.0785858    51.1176129
 0000015777    11.0785858    51.1176127
 0000015778    11.0785858    51.1176127
 0000015779    11.0785859    51.1176126
 0000015780    11.0785859    51.1176126
 0000015781    11.0785859    51.1176126
 0000015782    11.0785859    51.1176126
 0000015783    11.0785859    51.1176126
 0000015784    11.0785859    51.1176126
 0000015785    11.0785859    51.1176126
 0000015786    11.0785859    51.1176126
 0000015787    11.0785859    51.1176126
 0000015788    11.0785859    51.1176126
 0000015789    11.0785859    51.1176126
 0000015790    11.0785859    51.1176126
 0000015791    11.0785859    51.1176126
 0000015792    11.0785858    51.1176127
 0000015793    11.0785858    51.1176127
 0000015794    11.0785858    51.1176129
 0000015795    11.0785858    51.1176133
 0000015796    11.0785858    51.1176141
 0000015797    11.0785857    51.1176159
 0000015798    11.0785856    51.1176198
 0000015799    11.0785855    51.1176282
 0000015800    11.0785854    51.1176459
 0000015801    11.0785851    51.1176833
 0000015802    11.0785848    51.1177612
 0000015803    11.0785842    51.1179224
 0000015804    11.0785834    51.1182540
 0000015805    11.0785822    51.1189388
